Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string
12,"[' Bourak annabi ', '']",-   dioul -   viande    - œufs  -   oignon   -   beurre  -   persil -poivre noir -sel -harissa -huile     ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'viande': 276, 'œufs': 0, 'oignon': 348, 'beurre': 60, 'persil': 338, 'poivre noir': 399, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'huile': 901}","{'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'meat': 276, 'egg': 0, 'onion': 348, 'butter': 60, 'parsley'; 338, 'white pepper': 399, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'caraway  ': 326, ' cooking oil ': 901, 'cooking oil': 901}  ","'semolina' , 'meat' , 'egg' , 'onion' , 'butter' , 'parsley' ,'white pepper' , 'capsicum' ,'cooking oil' ,'flour','water' ,'salt' ,'garlic','coriander', 'caraway', 'cooking oil'"
13,"[' Bourak à la viande ', '']",-          -   crevettes -   dioul  -   oignon   -   beurre -     persil - œuf   -sel -poivre noir  -huile    ,"{'crevettes': 145, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'oignon': 348, 'beurre': 60, 'persil': 338, 'œuf': 0, 'poivre noir': 399, 'huile': 901}","{'trassi ': 145, 'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'onion': 348, 'butter': 60, 'parsley': 338, 'egg': 0, 'white pepper': 399, 'cooking oil': 901}  ","'trassi' , 'semolina'   , 'onion' ,'butter' , 'parsley' , 'egg'  ,'white pepper' ,'cooking oil', 'flour' ,'salt', 'water'"
14,"[' Bourek aux sardines', '']",-   dioul -   sardines  -   oignon   -   persil -  œufs -   huile -    poivre noir -   sel - citron  -huile    ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'sardines': 683, 'oignon': 348, 'persil': 338, 'œufs': 0, 'huile': 901, 'poivre noir': 399, 'citron': 240}","{'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'clupeinae': 683, 'onion': 348, 'parsley': 338, 'egg': 0, 'cooking oil': 901, 'pepper': 399, 'lemon': 240}  ","'semolina'   , 'clupeinae' , 'onion' , 'parsley' , 'egg' , 'cooking oil' , 'pepper' , 'lemon' ,'flour' , 'water' , 'salt'"
15,"[' Bourek au poison', '']",-   dioul -    poissons -   persil - œufs  - anchois  -    poivre noir  -  sel -huile     ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'poissons': 151, 'persil': 338, 'œufs': 0, 'anchois': 720, 'poivre noir': 399, 'huile': 901}","{'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'fish': 151, 'parsley': 338, 'egg': 0, 'anchovy': 720, 'white pepper': 399, 'cooking oil': 901}  "," 'semolina' , 'fish' ,'parsley' , 'egg' ,'anchovy' , 'white pepper'  ,'cooking oil', 'flour' , 'water', 'salt'"
16,"[' Croquettes à la mie de pain (kefta)', '']",-   mie de pain    - œufs  - oignon     -   persil  -   beurre -  lait -   tabel  -   poivre noir -  sel -huile    ,"{'mie de pain': 2, 'œufs': 0, 'oignon': 348, 'persil': 338, 'beurre': 60, 'lait': 88, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'huile': 901}","{'bread': 2, 'egg': 0, 'onion': 348, 'parsley': 338, 'butter ': 60, 'milk': 88, 'coriander ': 254, 'white pepper': 399, 'salt': 778, 'cooking oil': 901}  "," 'bread' , 'egg' , 'onion' , 'parsley' , 'butter' , 'milk' , 'coriander' , 'white pepper' , 'salt' ,'cooking oil'"
17,"['Escargots ', '']",-   escargots  -    grains  anis vert  -   carvi  -   thym  -    thé vert  -     réglisse - piment fort -   sel -    poivre rouge -     menthe  -   marjolaine  -   sauge  -écorces   orange  -écorces   orange   - grains de gomme mastic -    eau   ,"{'escargots': 751, 'grains  anis vert': 986, 'carvi': 326, 'thym': 269, 'thé vert': 49, 'réglisse': 984, 'piment fort': 362, 'sel': 778, 'poivre rouge': 339, 'menthe': 262, 'marjolaine': 335, 'sauge': 265, 'écorces   orange': 122, 'grains de gomme mastic': 118, 'eau': 794}","{'snail ': 751, 'green anise': 986, 'caraway': 326, 'thyme': 269, 'green tea ': 49, 'Liquorice': 984, 'capsicum ': 362, 'salt': 778, 'pepper': 339, 'mint': 262, 'marjoram': 335, 'sage': 265, 'orange oil': 122, 'mastic gum': 118, 'water': 794} ","'snail' , 'green anise' , 'caraway' , 'thyme' , 'green tea' , 'Liquorice' , 'capsicum' , 'salt' , 'pepper' , 'mint' , 'marjoram' ,  'sage' ,'orange oil' ,'orange oil' , 'mastic gum' , 'water'"
18,"[' Fricassés ', '']",-   farine  -  huile  -   levure de boulanger - jaunes  œufs  -   sel -huile    - œufs    -   harissa - thon blanc      -   câpres -   olives   -   gruyère  -   fromage   ,"{'farine': 920, 'huile': 901, 'vinaigre': 322, 'pain': 2, 'sel': 778, 'eau': 794, 'jaunes  œufs': 983, 'œufs': 0, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'thon blanc': 679, 'câpres': 414, 'olives': 307, 'gruyère': 73, 'fromage': 62}","{'flour': 920, 'cooking oil': 901, 'vinegar ': 322, 'bread ': 2, 'salt': 778, 'water': 794, 'egg yolk ': 983, 'egg': 0, 'capsicum': 362, 'garlic': 259, 'coriander ': 254, 'caraway': 326, 'cooking oil': 901, 'albacore tuna': 679, 'capers': 414, 'olive': 307, 'gruyere cheese': 73, 'cheese': 62}   ","'flour' , 'cooking oil' , 'vinegar' , 'bread' , 'salt' ,'water'  , 'egg yolk' , 'egg'  , 'capsicum' , 'garlic' , 'coriander' , 'caraway' , 'cooking oil' , 'albacore tuna' ,'capers', 'olive' , 'olive' , 'cheese'"
19,"[' Foie en sauce relevée ', '']", -   foie     -    ail -   huile - piment rouge   -    poivre rouge  -   carvi -    poivre noir -    sel -   farine  -huile   -   vinaigre   ,"{'foie': 276, 'ail': 259, 'huile': 901, 'piment rouge': 362, 'poivre rouge': 339, 'carvi': 326, 'poivre noir': 399, 'sel': 778, 'farine': 920, 'vinaigre': 322}","{'meat': 276, 'garlic': 259, 'cooking oil': 901, 'capsicum': 362, 'pepper': 339, 'caraway': 326, 'white pepper': 399, 'salt': 778, 'flour': 920, 'vinegar ': 322}  ","'meat' , 'garlic' , 'cooking oil' , 'capsicum' , 'pepper' ,'caraway' , 'white pepper' , 'salt' , 'flour' , 'vinegar'"
20,"["" Odja à la cervelle d'agneau "", '']",- cervelles    -   huile -     tomate  -   harissa -    ail  - œufs  -   carvi    -  sel  ,"{'cervelles': 276, 'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'œufs': 0, 'carvi': 326}","{'meat': 276, 'cooking oil': 901, 'tomato': 364, 'capsicum  ': 362, 'garlic ': 259, 'coriander': 254, 'salt': 778, 'caraway ': 326, 'cooking oil ': 901, 'egg': 0} ","'meat', 'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg'"
21,"[' Keftadji chakhchoukha ', '']",-   foie     -   pommes de terre - poivrons verts  - piments forts verts  - œufs  -   persil    -sel -   tomates  -   huile -   laurier  -     ail  -   poivre rouge -    sel -    poivre noir   ,"{'foie': 276, 'pommes de terre': 373, 'poivrons verts': 339, 'piments forts verts': 362, 'œufs': 0, 'persil': 338, 'sel': 778, 'tomates': 364, 'huile': 901, 'laurier': 305, 'ail': 259, 'poivre rouge': 339, 'poivre noir': 399}","{'meat': 276, 'potato': 373, 'pepper ': 339, 'capsicum ': 362, 'egg': 0, 'parsley': 338, 'salt': 778, 'tomato': 364, 'cooking oil': 901, 'laurel ': 305, 'garlic': 259, 'pepper': 339, 'white pepper': 399}"," 'meat' , 'potato'  ,  'pepper' , 'capsicum', 'egg' , 'parsley' , 'salt' , 'tomato' , 'cooking oil' , 'laurel' , 'garlic' , 'pepper', 'white pepper'"
22,"[' Keftadji ', '']",-   pommes de terre  -   courgettes  - poivrons  - piment fort  -   foie     -     tomate  -   vinaigre  - œuf  -   persil    -    ail -huile    -  poivre noir  -sel   ,"{'pommes de terre': 373, 'courgettes': 968, 'poivrons': 339, 'piment fort': 362, 'foie': 276, 'tomate': 364, 'vinaigre': 322, 'œuf': 0, 'persil': 338, 'ail': 259, 'huile': 901, 'poivre noir': 399, 'sel': 778}","{'potato': 373, 'green zucchini': 968, 'pepper': 339, 'capsicum ': 362, 'meat': 276, 'tomato': 364, 'vinegar ': 322, 'egg': 0, 'parsley': 338, 'garlic': 259, 'cooking oil': 901, 'white pepper': 399, 'salt': 778} ","'potato' , 'green zucchini' ,'pepper', 'capsicum' , 'meat'  , 'tomato'  , 'vinegar' ,'egg' , 'parsley' , 'garlic' ,'cooking oil' , 'white pepper' , 'salt'"
23,"[' Poivrons farcis ', '']",-     poivrons verts  - oignon      -   tomates -   huile  -    ail -   laurier -     persil  -    sel -    poivre noir      -   viande    - oignon      -     persil - jaune  œuf  -   sel  -  poivre noir  -   chapelure  ,"{'poivrons verts': 339, 'oignon': 348, 'tomates': 364, 'huile': 901, 'ail': 259, 'laurier': 305, 'persil': 338, 'sel': 778, 'poivre noir': 399, 'viande': 276, 'jaune  œuf': 983, 'chapelure': 2}","{'pepper': 339, 'onion': 348, 'tomato': 364, 'cooking oil': 901, 'garlic': 259, 'laurel ': 305, 'parsley': 338, 'salt': 778, 'pepper': 399, 'meat': 276, 'egg yolk': 983, 'chapelure': 2}  ","'pepper'  , 'onion' , 'tomato' , 'cooking oil' , 'garlic' , 'laurel' , 'parsley' , 'salt' , 'pepper' , 'meat' , 'bread'  , 'egg yolk'  "
24,"[' Rate de veau farcie ', '']",- rate    -   viande    -   huile  olives  -   beurre  -  ail  -    laurier     -   romarin     -   poivre noir  -    piment fort    -    coriandre   -sel  ,"{'rate': 276, 'viande': 276, 'huile  olives': 979, 'beurre': 60, 'ail': 259, 'laurier': 305, 'romarin': 264, 'poivre noir': 399, 'piment fort': 362, 'coriandre': 254, 'sel': 778}","{'meat': 276, 'meat': 276, 'cooking oil': 979, 'butter': 60, 'garlic': 259, 'laurel ': 305, 'rosemary': 264, 'white pepper': 399, 'capsicum ': 362, 'coriander ': 254, 'salt': 778}  ","'meat' , 'meat' , 'cooking oil' , 'butter'  , 'garlic' , 'laurel' , 'rosemary' , 'white pepper', 'capsicum' , 'coriander' , 'salt'"
25,"[' Tajine malsouqa ', '']",-   malsouqa -      -   haricots blancs    -   oignon   - œufs   - œufs   -   fromage    -   beurre  -    poivre noir  -   huile  -safarn -sel  ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'haricots blancs': 286, 'oignon': 348, 'œufs': 0, 'fromage': 62, 'beurre': 60, 'poivre noir': 399, 'huile': 901, 'safarn': 340}","{'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'kidney beans': 286, 'onion': 348, 'egg': 0, 'cheese': 62, 'butter': 60, 'pepper': 399, 'cooking oil': 901, 'saffron': 340}","'semolina' , 'flour' , 'salt' ,'water' , 'kidney beans'  , 'onion' , 'egg' , 'cheese' , 'butter' , 'pepper' , 'cooking oil','saffron'"
26,"[' Vol-au-vent à la tunisienne ', '']",- vol au vent  -        -   foie  -   huile - œufs    - œufs   -   tomates -   câpres  -   olives    -    sel -   poivre noir   ,"{'farine': 920, 'vinaigre': 322, 'eau': 794, 'sel': 778, 'beurre': 60, 'foie': 276, 'huile': 901, 'œufs': 0, 'tomates': 364, 'câpres': 414, 'olives': 307, 'poivre noir': 399}","{'flour': 920, 'vinegar ': 322, 'water': 794, 'salt': 778, 'butter': 60, 'meat': 276, 'cooking oil': 901, 'egg': 0, 'tomato': 364, 'capers': 414, 'olive': 307, 'white pepper': 399}","'flour' , 'vinegar' , 'water' , 'salt','butter' , 'meat' , 'cooking oil' , 'egg' , 'olive' , 'tomato' , 'white pepper' ,'capers'"
0,"[' Aubergines en ratatouille', 'Badendjel zaalouk', '']",-   aubergines -   tomates -  ail - piment rouge   -    sel -    poivre rouge -   carvi -   huile  ,"{'aubergines': 387, 'tomates': 364, 'ail': 259, 'piment rouge': 362, 'sel': 778, 'poivre rouge': 339, 'carvi': 326, 'huile': 901}","{'eggplant ': 387, 'tomato': 364, 'garlic': 259, 'capsicum ': 362, 'salt': 778, 'pepper': 339, 'caraway ': 326, 'cooking oil': 901}  "," 'eggplant' , 'tomato' ,'garlic' , 'capsicum' , 'salt' , 'pepper' , 'caraway' , 'cooking oil'"
1,"[' Bessara', 'Fèves sèches en purèe', '']",-   fèves     -    ail -    sel -   poivre rouge -    piment fort -   cumin  -jus   citron  -huile  olives  ,"{'fèves': 284, 'ail': 259, 'sel': 778, 'poivre rouge': 339, 'piment fort': 362, 'cumin': 332, 'jus   citron': 240, 'huile  olives': 979}","{'beans': 284, 'garlic': 259, 'salt': 778, 'pepper': 339, 'capsicum': 362, 'cumin': 332, 'lemon': 240, 'olive oil': 979}  ","'beans' , 'garlic' , 'salt'  , 'pepper' , 'capsicum' , 'cumin' ,'lemon' ,'olive oil'"
2,"["" Chkchouka d'aubergines"", '']",-   aubergines -   tomates - poivrons - oignons   -   huile -    tabel -sel -    harissa -   viande    ,"{'aubergines': 387, 'tomates': 364, 'poivrons': 339, 'oignons ': 348, 'huile': 901, 'tabel': 254, 'sel': 778, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'viande': 276}","{'eggplant ': 387, 'tomato': 364, 'pepper': 339, 'onion ': 348, 'cooking oil': 901, 'coriander ': 254, 'salt': 778, 'capsicum ': 362, 'garlic': 259, 'coriander  ': 254, 'caraway  ': 326, ' cooking oil': 901, 'meat': 276} ","'eggplant' , 'tomato' , 'pepper' ,'onion' , 'cooking oil' ,  'coriander'  ,'salt' ,'capsicum' , 'garlic' , 'coriander' , 'caraway' , 'cooking oil' ,'meat'"
3,"[' Chakchouka de printemps', '']",-   fèves       -   artichauts - pommes de terre - carottes -   oignons  s -   huile -    ail -   carvi -    tabel -    poivre noir -    sel -    harissa - œufs  ,"{'fèves': 284, 'artichauts': 157, 'pommes de terre': 373, 'carottes': 368, 'oignons ': 348, 'huile': 901, 'ail': 259, 'carvi': 326, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'piment rouge ': 362, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'œufs': 0}","{'beans': 284, 'artichoke': 157, 'potato': 373, 'carrot ': 368, 'onion ': 348, 'cooking oil': 901, 'garlic': 259, 'caraway ': 326, 'coriander ': 254, 'white pepper': 399, 'salt': 778, 'capsicum  ': 362, 'coriander  ': 254, 'caraway  ': 326, ' cooking oil ': 901, 'egg': 0}  ","'beans' , 'artichoke' ,'potato' , 'carrot' , 'onion' , 'cooking oil' , 'garlic' , 'caraway' , 'coriander' , 'white pepper' , 'salt' , 'capsicum' , 'coriander'   , 'caraway' ,'cooking oil' , 'egg'"
4,"[' Chakchouka de carottes', '']",-   carottes - oignon      -   huile  -      tomate  -     persil -sel  ,"{'carottes': 368, 'oignon': 348, 'huile': 901, 'tomate': 364, 'persil': 338, 'sel': 778}","{'carrot ': 368, 'onion': 348, 'cooking oil': 901, 'tomato': 364, 'parsley': 338, 'salt': 778}"," 'carrot' , 'onion' , 'cooking oil' , 'tomato' , 'parsley' ,'salt'  "
5,"[' Chkchouka de chou-fleur', '']",-   chou fleur - carottes - pommes de terre - oignon         -     tomate  -    harissa -   merguez -    ail - œufs -   huile  -    carvi -    poivre noir -sel  ,"{'chou fleur': 354, 'carottes': 368, 'pommes de terre': 373, 'oignon': 348, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'viande': 276, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'œufs': 0, 'carvi': 326}","{'cauliflower ': 354, 'carrot': 368, 'potato': 373, 'onion': 348, 'tomato': 364, 'capsicum  ': 362, 'garlic': 259, 'coriander  ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'meat': 276, 'pepper': 339, 'cumin': 332, 'ginger ': 333, 'pepper': 339, 'cinnamon ': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel ': 257, 'white pepper': 399, 'cooking oil': 901, 'egg': 0, 'caraway ': 326}"," 'cauliflower'  , 'carrot'  ,'potato'  ,'onion'   ,'tomato' , 'capsicum' ,'garlic','coriander' , 'salt' ,'caraway' , 'cooking oil' , 'meat','pepper' , 'cumin'  ,  'ginger'   ,'pepper'     , 'cinnamon'  , 'coriander' ,'allspice' , 'clove' ,'capsicum' ,'coriander', 'mint'  , 'fennel'  , 'white pepper' , 'cooking oil' ,'egg'  , 'caraway'"
6,"[' Chakchouka aux champignons', '']",-   champignons -   tomates - poivrons -   oignon   -   huile -     tomate -   poivre rouge -   tabel -    sel - œufs  ,"{'champignons': 246, 'tomates': 364, 'poivrons': 339, 'oignon': 348, 'huile': 901, 'tomate': 364, 'poivre rouge': 339, 'tabel': 254, 'sel': 778, 'œufs': 0}","{'mushroom': 246, 'tomato': 364, 'pepper': 339, 'onion': 348, 'cooking oil': 901, 'tomato': 364, 'pepper': 339, 'coriander ': 254, 'salt': 778, 'egg': 0} ","'mushroom' ,'tomato','pepper' , 'onion' , 'cooking oil' ,'tomato' , 'pepper'  ,'coriander'  , 'salt' ,'egg'"
7,"[' Chakchouka de fèves ècossèes', '']",-   fèves     -   blettes -   artichauts -   oignon   -     tomate -   harissa -   huile -   tabel -    ail -   carvi -    poivre rouge -    sel  ,"{'fèves': 284, 'blettes': 382, 'artichauts': 157, 'oignon': 348, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'huile': 901, 'tabel': 254, 'carvi': 326, 'poivre rouge': 339}","{'beans ': 284, 'chard': 382, 'artichoke': 157, 'onion': 348, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander  ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil  ': 901, 'cooking oil ': 901, 'coriander ': 254, 'caraway': 326, 'pepper': 339}  ","'beans' , 'chard' , 'artichoke' , 'onion' , 'tomato' , 'capsicum' , 'salt' , 'caraway' , 'cooking oil'  , 'cooking oil' , 'coriander' , 'caraway' , 'pepper'"
8,"[' Chkchouka de fèves fraîches en gousses', '']",-   fèves     -   blette -   oignon   -      tomate -   huile -   persil -    poivre rouge -     tabel -     sel  ,"{'fèves': 284, 'blette': 382, 'oignon': 348, 'tomate': 364, 'huile': 901, 'persil': 338, 'poivre rouge': 339, 'tabel': 254, 'sel': 778}","{'beans ': 284, 'chard ': 382, 'onion': 348, 'tomato': 364, 'cooking oil ': 901, 'parsley': 338, 'pepper': 339, 'coriander ': 254, 'salt': 778} "," 'beans'     , 'chard' , 'onion'    , 'tomato' , 'cooking oil'  , 'parsley' , 'pepper' , 'coriander' , 'salt'"
9,"[' Chakchouka aux meguez', '']",- aubergines - courgettes - tomates - oignons -    ail - poivrons   -   persil - œufs - merguez -  huile  olives -    poivre noir -    sel  ,"{'aubergines': 387, 'courgettes': 968, 'tomates': 364, 'oignons': 348, 'ail': 259, 'poivrons': 339, 'persil': 338, 'œufs': 0, 'viande': 276, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'huile  olives': 979}","{'eggplant': 387, 'green zucchini ': 968, 'tomato': 364, 'onion': 348, 'garlic': 259, 'pepper': 339, 'parsley': 338, 'egg': 0, 'meat: 276, 'pepper': 339, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon ': 330, 'coriander': 254, 'allspice ': 375, 'clove': 331, 'capsicum': 362, 'coriander ': 254, 'mint': 262, 'fennel': 257, 'white pepper': 399, 'cooking oil': 901, 'olive oil': 979}  ","'eggplant' ,'green zucchini'  , 'tomato' , 'onion' ,'garlic','pepper','parsley' ,'egg' ,'meat','pepper','cumin'  , 'ginger' , 'salt' , 'pepper' , 'cinnamon'  , 'allspice' , 'clove' ,'capsicum' , 'coriander' , 'mint' ,'fennel' ,'white pepper'  , 'cooking oil' , 'olive oil'"
10,"[' Chou fleur en sauce', 'flor mcharmel', '']",- chou fleur      -    ail -   huile -   tomates -   poivre rouge -sel -   vinaigre - œufs -   farine -huile    ,"{'chou fleur': 354, 'ail': 259, 'huile': 901, 'tomates': 364, 'poivre rouge': 339, 'sel': 778, 'vinaigre': 322, 'œufs': 0, 'farine': 920}","{'cauliflower ': 354, 'garlic': 259, 'cooking oil ': 901, 'tomato': 364, 'pepper': 339, 'salt': 778, 'vinegar ': 322, 'egg': 0, 'flour': 920} "," 'cauliflower'  , 'garlic'  , 'cooking oil'  , 'tomato' , 'pepper' ,'salt' , 'vinegar' , 'egg' , 'flour'"
11,"[' Courge rouge au miel', '']",-    courge rouge -   miel   -   huile -   gingembre -sel  ,"{'courge rouge': 209, 'miel': 315, 'huile': 901, 'gingembre': 333, 'sel': 778}","{'pumpkin': 209, 'honey': 315, 'cooking oil': 901, 'ginger ': 333, 'salt': 778} ","'pumpkin'  , 'honey'   , 'cooking oil'  , 'ginger' , 'salt'"
12,"[' Croquettes de pommes de terre', 'Adjeidjat al-batata', '']",-   pommes de terre  -   oignons   -     ail -   vinaigre - œufs -farine -sel -    cumin -    poivre noir - piment rouge    ,"{'pommes de terre': 373, 'oignons ': 348, 'ail': 259, 'vinaigre': 322, 'œufs': 0, 'farine': 920, 'sel': 778, 'cumin': 332, 'poivre noir': 399, 'piment rouge': 362}","{'potato': 373, 'onion ': 348, 'garlic': 259, 'vinegar ': 322, 'egg': 0, 'flour': 920, 'salt': 778, 'cumin': 332, 'white pepper': 399, 'capsicum': 362} "," 'potato' , 'onion' ,  'garlic' , 'vinegar'  , 'egg' ,'flour' ,'salt' , 'cumin'  , 'white pepper' , 'capsicum'"
13,"[' Croquettes de chou-fleur', '']",-   chou fleur -   farine -   chapelure -   gruyère   -    ail -   poivre noir -sel -huile    ,"{'chou fleur': 354, 'farine': 920, 'chapelure': 2, 'gruyère': 73, 'ail': 259, 'poivre noir': 399, 'sel': 778, 'huile': 901}","{'cauliflower ': 354, 'flour': 920, 'bread ': 2, 'gruyere cheese ': 73, 'garlic': 259, 'white pepper': 399, 'salt': 778, 'cooking oil': 901}"," 'cauliflower'  , 'flour' , 'bread'  , 'gruyere cheese'    , 'garlic' , 'white pepper' ,'salt' ,'cooking oil'  "
